timestamp_utc,total_power_rail,total_power_mw,total_power_avg_mw,power_rails_json,tegrastats_raw
2026-08-14T15:52:01.992+00:00,VDD_IN,7668,8169,"{""VDD_IN"":{""current_mw"":7668,""average_mw"":8169},""VDD_CPU_GPU_CV"":{""current_mw"":2390,""average_mw"":2644},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1768}}","08-14-2026 11:52:01 RAM 7603/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [48%@729,34%@729,40%@729,43%@729,42%@1497,40%@1497,35%@1497,39%@1497] GR3D_FREQ 0% cv0@51.187C cpu@53.5C soc2@50.75C soc0@52.656C cv1@51.593C gpu@51.031C tj@54.093C soc1@54.093C cv2@50.687C VDD_IN 7668mW/8169mW VDD_CPU_GPU_CV 2390mW/2644mW VDD_SOC 1663mW/1768mW"
2026-08-14T15:52:02.999+00:00,VDD_IN,7668,8156,"{""VDD_IN"":{""current_mw"":7668,""average_mw"":8156},""VDD_CPU_GPU_CV"":{""current_mw"":2349,""average_mw"":2636},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1766}}","08-14-2026 11:52:02 RAM 7604/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [38%@1497,37%@1497,33%@1497,41%@1497,48%@1420,50%@1420,51%@1420,49%@1420] GR3D_FREQ 0% cv0@51.031C cpu@53.687C soc2@50.562C soc0@52.75C cv1@51.406C gpu@51.062C tj@54.156C soc1@54.156C cv2@50.562C VDD_IN 7668mW/8156mW VDD_CPU_GPU_CV 2349mW/2636mW VDD_SOC 1704mW/1766mW"
2026-08-14T15:52:04.006+00:00,VDD_IN,7790,8146,"{""VDD_IN"":{""current_mw"":7790,""average_mw"":8146},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2632},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1765}}","08-14-2026 11:52:04 RAM 7607/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [52%@1344,28%@1344,39%@1344,35%@1344,44%@1497,44%@1497,41%@1497,43%@1497] GR3D_FREQ 0% cv0@51.187C cpu@53.281C soc2@50.687C soc0@52.843C cv1@51.468C gpu@51.25C tj@54.062C soc1@54.031C cv2@50.656C VDD_IN 7790mW/8146mW VDD_CPU_GPU_CV 2471mW/2632mW VDD_SOC 1704mW/1765mW"
2026-08-14T15:52:05.014+00:00,VDD_IN,7721,8135,"{""VDD_IN"":{""current_mw"":7721,""average_mw"":8135},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2628},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1762}}","08-14-2026 11:52:05 RAM 7608/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [47%@1497,28%@1497,29%@1497,34%@1497,43%@1420,43%@1420,45%@1420,41%@1420] GR3D_FREQ 0% cv0@51.187C cpu@53.468C soc2@50.906C soc0@52.656C cv1@51.656C gpu@51.312C tj@54.093C soc1@54.093C cv2@50.687C VDD_IN 7721mW/8135mW VDD_CPU_GPU_CV 2471mW/2628mW VDD_SOC 1663mW/1762mW"
2026-08-14T15:52:06.021+00:00,VDD_IN,7750,8126,"{""VDD_IN"":{""current_mw"":7750,""average_mw"":8126},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2624},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1760}}","08-14-2026 11:52:06 RAM 7608/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [54%@1497,19%@1497,34%@1497,25%@1497,45%@1497,43%@1497,40%@1497,46%@1497] GR3D_FREQ 0% cv0@51.156C cpu@53.531C soc2@50.687C soc0@52.687C cv1@51.531C gpu@51.093C tj@54.187C soc1@54.187C cv2@50.625C VDD_IN 7750mW/8126mW VDD_CPU_GPU_CV 2471mW/2624mW VDD_SOC 1663mW/1760mW"
2026-08-14T15:52:07.028+00:00,VDD_IN,7721,8116,"{""VDD_IN"":{""current_mw"":7721,""average_mw"":8116},""VDD_CPU_GPU_CV"":{""current_mw"":2430,""average_mw"":2619},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1757}}","08-14-2026 11:52:07 RAM 7607/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [48%@1420,33%@1420,38%@1420,43%@1420,34%@1420,35%@1420,36%@1420,43%@1420] GR3D_FREQ 0% cv0@51.187C cpu@53.343C soc2@50.718C soc0@52.687C cv1@51.593C gpu@51.343C tj@54.031C soc1@54.031C cv2@50.687C VDD_IN 7721mW/8116mW VDD_CPU_GPU_CV 2430mW/2619mW VDD_SOC 1663mW/1757mW"
2026-08-14T15:52:08.037+00:00,VDD_IN,7750,8107,"{""VDD_IN"":{""current_mw"":7750,""average_mw"":8107},""VDD_CPU_GPU_CV"":{""current_mw"":2430,""average_mw"":2615},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1756}}","08-14-2026 11:52:08 RAM 7608/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [47%@1497,42%@1497,36%@1497,49%@1497,36%@1497,39%@1497,39%@1497,39%@1497] GR3D_FREQ 44% cv0@51.156C cpu@53.687C soc2@50.781C soc0@52.625C cv1@51.656C gpu@51.343C tj@54.187C soc1@54.187C cv2@50.718C VDD_IN 7750mW/8107mW VDD_CPU_GPU_CV 2430mW/2615mW VDD_SOC 1704mW/1756mW"
2026-08-14T15:52:09.044+00:00,VDD_IN,7831,8101,"{""VDD_IN"":{""current_mw"":7831,""average_mw"":8101},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2611},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1755}}","08-14-2026 11:52:09 RAM 7608/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [52%@1497,39%@1497,40%@1497,43%@1497,35%@1420,42%@1420,47%@1420,40%@1420] GR3D_FREQ 0% cv0@51.156C cpu@53.406C soc2@50.718C soc0@52.687C cv1@51.406C gpu@51.031C tj@54.218C soc1@54.218C cv2@50.593C VDD_IN 7831mW/8101mW VDD_CPU_GPU_CV 2471mW/2611mW VDD_SOC 1704mW/1755mW"
2026-08-14T15:52:10.052+00:00,VDD_IN,7709,8092,"{""VDD_IN"":{""current_mw"":7709,""average_mw"":8092},""VDD_CPU_GPU_CV"":{""current_mw"":2390,""average_mw"":2606},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1754}}","08-14-2026 11:52:10 RAM 7608/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [54%@1344,49%@1344,41%@1344,45%@1344,29%@1420,41%@1420,42%@1420,30%@1420] GR3D_FREQ 0% cv0@51.125C cpu@53.375C soc2@50.781C soc0@52.781C cv1@51.562C gpu@51.093C tj@54.062C soc1@54.062C cv2@50.687C VDD_IN 7709mW/8092mW VDD_CPU_GPU_CV 2390mW/2606mW VDD_SOC 1704mW/1754mW"
2026-08-14T15:52:11.058+00:00,VDD_IN,7790,8085,"{""VDD_IN"":{""current_mw"":7790,""average_mw"":8085},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2603},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1753}}","08-14-2026 11:52:11 RAM 7603/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [52%@1497,51%@1497,42%@1497,45%@1497,47%@1497,42%@1497,47%@1497,45%@1497] GR3D_FREQ 0% cv0@51.281C cpu@53.625C soc2@50.812C soc0@52.75C cv1@51.656C gpu@51.375C tj@54.093C soc1@54.093C cv2@50.687C VDD_IN 7790mW/8085mW VDD_CPU_GPU_CV 2471mW/2603mW VDD_SOC 1704mW/1753mW"
2026-08-14T15:52:12.065+00:00,VDD_IN,7599,8074,"{""VDD_IN"":{""current_mw"":7599,""average_mw"":8074},""VDD_CPU_GPU_CV"":{""current_mw"":2309,""average_mw"":2597},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1752}}","08-14-2026 11:52:12 RAM 7604/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [46%@1420,44%@1420,38%@1420,44%@1420,43%@729,42%@729,41%@729,48%@729] GR3D_FREQ 0% cv0@51.25C cpu@53.75C soc2@50.687C soc0@52.75C cv1@51.437C gpu@51.062C tj@54.156C soc1@54.156C cv2@50.75C VDD_IN 7599mW/8074mW VDD_CPU_GPU_CV 2309mW/2597mW VDD_SOC 1704mW/1752mW"
2026-08-14T15:52:13.073+00:00,VDD_IN,7640,8065,"{""VDD_IN"":{""current_mw"":7640,""average_mw"":8065},""VDD_CPU_GPU_CV"":{""current_mw"":2349,""average_mw"":2592},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1751}}","08-14-2026 11:52:13 RAM 7604/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [55%@1420,55%@1420,42%@1420,45%@1420,48%@1267,41%@1267,39%@1267,36%@1267] GR3D_FREQ 0% cv0@51.187C cpu@53.593C soc2@50.875C soc0@52.843C cv1@51.5C gpu@51.156C tj@54.062C soc1@54.062C cv2@50.687C VDD_IN 7640mW/8065mW VDD_CPU_GPU_CV 2349mW/2592mW VDD_SOC 1704mW/1751mW"
2026-08-14T15:52:14.080+00:00,VDD_IN,7831,8060,"{""VDD_IN"":{""current_mw"":7831,""average_mw"":8060},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2589},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1750}}","08-14-2026 11:52:14 RAM 7607/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [41%@1420,33%@1420,44%@1420,48%@1420,39%@1497,45%@1497,36%@1497,44%@1497] GR3D_FREQ 0% cv0@51.187C cpu@53.5C soc2@50.843C soc0@52.718C cv1@51.656C gpu@51.5C tj@54.093C soc1@54.093C cv2@50.687C VDD_IN 7831mW/8060mW VDD_CPU_GPU_CV 2471mW/2589mW VDD_SOC 1704mW/1750mW"
2026-08-14T15:52:15.087+00:00,VDD_IN,7762,8054,"{""VDD_IN"":{""current_mw"":7762,""average_mw"":8054},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2587},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1749}}","08-14-2026 11:52:15 RAM 7607/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [43%@1497,48%@1497,43%@1497,44%@1497,33%@1497,31%@1497,34%@1497,47%@1497] GR3D_FREQ 0% cv0@51.25C cpu@53.781C soc2@50.75C soc0@52.687C cv1@51.656C gpu@50.968C tj@54.156C soc1@54.156C cv2@50.843C VDD_IN 7762mW/8054mW VDD_CPU_GPU_CV 2471mW/2587mW VDD_SOC 1704mW/1749mW"
2026-08-14T15:52:16.094+00:00,VDD_IN,7640,8046,"{""VDD_IN"":{""current_mw"":7640,""average_mw"":8046},""VDD_CPU_GPU_CV"":{""current_mw"":2349,""average_mw"":2582},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1747}}","08-14-2026 11:52:16 RAM 7607/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [57%@1497,43%@1497,39%@1497,44%@1497,32%@1344,34%@1344,34%@1344,36%@1344] GR3D_FREQ 0% cv0@51.093C cpu@53.312C soc2@50.812C soc0@52.812C cv1@51.5C gpu@51.093C tj@54.25C soc1@54.25C cv2@50.687C VDD_IN 7640mW/8046mW VDD_CPU_GPU_CV 2349mW/2582mW VDD_SOC 1663mW/1747mW"
2026-08-14T15:52:17.100+00:00,VDD_IN,7750,8040,"{""VDD_IN"":{""current_mw"":7750,""average_mw"":8040},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2580},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1745}}","08-14-2026 11:52:17 RAM 7607/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [38%@1497,35%@1497,36%@1497,40%@1497,37%@1497,40%@1497,43%@1497,41%@1497] GR3D_FREQ 0% cv0@51.156C cpu@53.531C soc2@50.781C soc0@52.656C cv1@51.531C gpu@51.156C tj@54.062C soc1@54.062C cv2@50.687C VDD_IN 7750mW/8040mW VDD_CPU_GPU_CV 2471mW/2580mW VDD_SOC 1663mW/1745mW"
2026-08-14T15:52:18.108+00:00,VDD_IN,7680,8033,"{""VDD_IN"":{""current_mw"":7680,""average_mw"":8033},""VDD_CPU_GPU_CV"":{""current_mw"":2390,""average_mw"":2576},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1744}}","08-14-2026 11:52:18 RAM 7606/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [45%@1420,44%@1420,37%@1420,39%@1420,33%@1497,39%@1497,36%@1497,38%@1497] GR3D_FREQ 0% cv0@51.156C cpu@53.562C soc2@50.937C soc0@52.718C cv1@51.625C gpu@51.125C tj@54.125C soc1@54.125C cv2@50.75C VDD_IN 7680mW/8033mW VDD_CPU_GPU_CV 2390mW/2576mW VDD_SOC 1663mW/1744mW"
2026-08-14T15:52:19.116+00:00,VDD_IN,7831,8029,"{""VDD_IN"":{""current_mw"":7831,""average_mw"":8029},""VDD_CPU_GPU_CV"":{""current_mw"":2511,""average_mw"":2575},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1743}}","08-14-2026 11:52:19 RAM 7606/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [48%@1497,32%@1497,34%@1497,39%@1497,39%@1497,43%@1497,41%@1497,43%@1497] GR3D_FREQ 0% cv0@51.25C cpu@53.468C soc2@50.812C soc0@52.781C cv1@51.656C gpu@50.937C tj@54.281C soc1@54.281C cv2@50.687C VDD_IN 7831mW/8029mW VDD_CPU_GPU_CV 2511mW/2575mW VDD_SOC 1704mW/1743mW"
2026-08-14T15:52:20.123+00:00,VDD_IN,7750,8024,"{""VDD_IN"":{""current_mw"":7750,""average_mw"":8024},""VDD_CPU_GPU_CV"":{""current_mw"":2430,""average_mw"":2572},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1742}}","08-14-2026 11:52:20 RAM 7609/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [43%@1420,35%@1420,31%@1420,46%@1420,45%@1497,44%@1497,42%@1497,40%@1497] GR3D_FREQ 0% cv0@51.187C cpu@53.437C soc2@50.812C soc0@52.875C cv1@51.562C gpu@51.156C tj@54.093C soc1@54.093C cv2@50.75C VDD_IN 7750mW/8024mW VDD_CPU_GPU_CV 2430mW/2572mW VDD_SOC 1704mW/1742mW"
2026-08-14T15:52:21.130+00:00,VDD_IN,7871,8021,"{""VDD_IN"":{""current_mw"":7871,""average_mw"":8021},""VDD_CPU_GPU_CV"":{""current_mw"":2552,""average_mw"":2572},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1742}}","08-14-2026 11:52:21 RAM 7607/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [49%@1497,41%@1497,44%@1497,47%@1497,45%@1497,45%@1497,46%@1497,48%@1497] GR3D_FREQ 0% cv0@51.281C cpu@53.625C soc2@50.906C soc0@52.656C cv1@51.718C gpu@51.125C tj@54.156C soc1@54.156C cv2@50.75C VDD_IN 7871mW/8021mW VDD_CPU_GPU_CV 2552mW/2572mW VDD_SOC 1704mW/1742mW"
2026-08-14T15:52:22.137+00:00,VDD_IN,7750,8017,"{""VDD_IN"":{""current_mw"":7750,""average_mw"":8017},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2570},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1740}}","08-14-2026 11:52:22 RAM 7606/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [41%@1497,33%@1497,38%@1497,38%@1497,41%@1497,39%@1497,42%@1497,38%@1497] GR3D_FREQ 34% cv0@51.218C cpu@53.843C soc2@50.875C soc0@52.812C cv1@51.5C gpu@51.156C tj@54.156C soc1@54.156C cv2@50.687C VDD_IN 7750mW/8017mW VDD_CPU_GPU_CV 2471mW/2570mW VDD_SOC 1663mW/1740mW"
2026-08-14T15:52:23.143+00:00,VDD_IN,7721,8011,"{""VDD_IN"":{""current_mw"":7721,""average_mw"":8011},""VDD_CPU_GPU_CV"":{""current_mw"":2430,""average_mw"":2568},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1739}}","08-14-2026 11:52:23 RAM 7606/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [43%@1497,44%@1497,47%@1497,36%@1497,34%@1497,35%@1497,32%@1497,46%@1497] GR3D_FREQ 0% cv0@51.375C cpu@53.375C soc2@50.781C soc0@52.781C cv1@51.625C gpu@51.125C tj@54.281C soc1@54.281C cv2@50.75C VDD_IN 7721mW/8011mW VDD_CPU_GPU_CV 2430mW/2568mW VDD_SOC 1704mW/1739mW"
2026-08-14T15:52:24.152+00:00,VDD_IN,7790,8008,"{""VDD_IN"":{""current_mw"":7790,""average_mw"":8008},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2566},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1739}}","08-14-2026 11:52:24 RAM 7606/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [50%@1420,53%@1420,37%@1420,37%@1420,41%@1497,39%@1497,38%@1497,36%@1497] GR3D_FREQ 0% cv0@51.375C cpu@53.625C soc2@50.75C soc0@52.812C cv1@51.75C gpu@51.156C tj@54.093C soc1@54.093C cv2@50.718C VDD_IN 7790mW/8008mW VDD_CPU_GPU_CV 2471mW/2566mW VDD_SOC 1704mW/1739mW"
2026-08-14T15:52:25.159+00:00,VDD_IN,7790,8004,"{""VDD_IN"":{""current_mw"":7790,""average_mw"":8004},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2564},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1738}}","08-14-2026 11:52:25 RAM 7605/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [46%@1497,41%@1497,40%@1497,40%@1497,46%@1497,45%@1497,49%@1497,49%@1497] GR3D_FREQ 0% cv0@51.25C cpu@53.718C soc2@50.843C soc0@52.812C cv1@51.468C gpu@51.156C tj@54.218C soc1@54.218C cv2@50.875C VDD_IN 7790mW/8004mW VDD_CPU_GPU_CV 2471mW/2564mW VDD_SOC 1704mW/1738mW"
2026-08-14T15:52:26.167+00:00,VDD_IN,7762,8000,"{""VDD_IN"":{""current_mw"":7762,""average_mw"":8000},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2563},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1737}}","08-14-2026 11:52:26 RAM 7605/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [48%@1497,38%@1497,34%@1497,43%@1497,40%@1497,37%@1497,41%@1497,40%@1497] GR3D_FREQ 0% cv0@51.125C cpu@53.406C soc2@50.812C soc0@52.906C cv1@51.531C gpu@51.062C tj@54.406C soc1@54.406C cv2@50.656C VDD_IN 7762mW/8000mW VDD_CPU_GPU_CV 2471mW/2563mW VDD_SOC 1663mW/1737mW"
2026-08-14T15:52:27.174+00:00,VDD_IN,7721,7995,"{""VDD_IN"":{""current_mw"":7721,""average_mw"":7995},""VDD_CPU_GPU_CV"":{""current_mw"":2471,""average_mw"":2561},""VDD_SOC"":{""current_mw"":1663,""average_mw"":1736}}","08-14-2026 11:52:27 RAM 7605/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [46%@1497,32%@1497,31%@1497,32%@1497,43%@1497,42%@1497,39%@1497,48%@1497] GR3D_FREQ 0% cv0@51.281C cpu@53.562C soc2@50.875C soc0@52.75C cv1@51.625C gpu@51.187C tj@54.187C soc1@54.187C cv2@50.812C VDD_IN 7721mW/7995mW VDD_CPU_GPU_CV 2471mW/2561mW VDD_SOC 1663mW/1736mW"
2026-08-14T15:52:28.181+00:00,VDD_IN,7680,7990,"{""VDD_IN"":{""current_mw"":7680,""average_mw"":7990},""VDD_CPU_GPU_CV"":{""current_mw"":2349,""average_mw"":2558},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1735}}","08-14-2026 11:52:28 RAM 7605/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [49%@1497,40%@1497,38%@1497,41%@1497,33%@1267,40%@1267,41%@1267,37%@1267] GR3D_FREQ 0% cv0@51.375C cpu@53.531C soc2@50.687C soc0@52.781C cv1@51.687C gpu@51.218C tj@54.156C soc1@54.187C cv2@50.906C VDD_IN 7680mW/7990mW VDD_CPU_GPU_CV 2349mW/2558mW VDD_SOC 1704mW/1735mW"
2026-08-14T15:52:29.189+00:00,VDD_IN,7721,7986,"{""VDD_IN"":{""current_mw"":7721,""average_mw"":7986},""VDD_CPU_GPU_CV"":{""current_mw"":2430,""average_mw"":2556},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1735}}","08-14-2026 11:52:29 RAM 7605/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [40%@729,34%@729,43%@729,30%@729,44%@1497,40%@1497,44%@1497,45%@1497] GR3D_FREQ 0% cv0@51.187C cpu@53.937C soc2@50.781C soc0@52.875C cv1@51.625C gpu@51.093C tj@54.093C soc1@54.093C cv2@50.75C VDD_IN 7721mW/7986mW VDD_CPU_GPU_CV 2430mW/2556mW VDD_SOC 1704mW/1735mW"
2026-08-14T15:52:30.198+00:00,VDD_IN,7640,7981,"{""VDD_IN"":{""current_mw"":7640,""average_mw"":7981},""VDD_CPU_GPU_CV"":{""current_mw"":2309,""average_mw"":2552},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1734}}","08-14-2026 11:52:30 RAM 7608/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [43%@960,39%@960,27%@960,35%@960,51%@1497,54%@1497,54%@1497,48%@1497] GR3D_FREQ 0% cv0@51.156C cpu@53.687C soc2@50.843C soc0@52.75C cv1@51.656C gpu@51.156C tj@54.125C soc1@54.156C cv2@50.812C VDD_IN 7640mW/7981mW VDD_CPU_GPU_CV 2309mW/2552mW VDD_SOC 1704mW/1734mW"
2026-08-14T15:52:31.205+00:00,VDD_IN,7628,7975,"{""VDD_IN"":{""current_mw"":7628,""average_mw"":7975},""VDD_CPU_GPU_CV"":{""current_mw"":2309,""average_mw"":2548},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1734}}","08-14-2026 11:52:31 RAM 7608/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [41%@1344,32%@1344,37%@1344,46%@1344,48%@1497,40%@1497,46%@1497,52%@1497] GR3D_FREQ 0% cv0@51.343C cpu@53.437C soc2@50.75C soc0@52.812C cv1@51.562C gpu@51.125C tj@54.281C soc1@54.281C cv2@50.75C VDD_IN 7628mW/7975mW VDD_CPU_GPU_CV 2309mW/2548mW VDD_SOC 1704mW/1734mW"
2026-08-14T15:52:32.212+00:00,VDD_IN,7668,7971,"{""VDD_IN"":{""current_mw"":7668,""average_mw"":7971},""VDD_CPU_GPU_CV"":{""current_mw"":2390,""average_mw"":2546},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1733}}","08-14-2026 11:52:32 RAM 7607/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [46%@1497,36%@1497,37%@1497,43%@1497,43%@1420,38%@1420,41%@1420,37%@1420] GR3D_FREQ 0% cv0@51.218C cpu@53.406C soc2@50.781C soc0@52.906C cv1@51.718C gpu@51.031C tj@54.093C soc1@54.093C cv2@50.687C VDD_IN 7668mW/7971mW VDD_CPU_GPU_CV 2390mW/2546mW VDD_SOC 1704mW/1733mW"
2026-08-14T15:52:33.219+00:00,VDD_IN,7750,7967,"{""VDD_IN"":{""current_mw"":7750,""average_mw"":7967},""VDD_CPU_GPU_CV"":{""current_mw"":2430,""average_mw"":2544},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1733}}","08-14-2026 11:52:33 RAM 7608/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [46%@1497,38%@1497,39%@1497,30%@1497,43%@1344,46%@1344,39%@1344,46%@1344] GR3D_FREQ 10% cv0@51.281C cpu@53.625C soc2@50.875C soc0@52.843C cv1@51.687C gpu@51.187C tj@54.125C soc1@54.125C cv2@50.75C VDD_IN 7750mW/7967mW VDD_CPU_GPU_CV 2430mW/2544mW VDD_SOC 1704mW/1733mW"
2026-08-14T15:52:34.227+00:00,VDD_IN,7680,7963,"{""VDD_IN"":{""current_mw"":7680,""average_mw"":7963},""VDD_CPU_GPU_CV"":{""current_mw"":2390,""average_mw"":2542},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1733}}","08-14-2026 11:52:34 RAM 7608/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [50%@729,37%@729,42%@729,43%@729,42%@1497,37%@1497,38%@1497,38%@1497] GR3D_FREQ 0% cv0@51.375C cpu@53.906C soc2@50.843C soc0@52.875C cv1@51.75C gpu@51.312C tj@54.218C soc1@54.218C cv2@50.875C VDD_IN 7680mW/7963mW VDD_CPU_GPU_CV 2390mW/2542mW VDD_SOC 1704mW/1733mW"
2026-08-14T15:52:35.234+00:00,VDD_IN,7750,7960,"{""VDD_IN"":{""current_mw"":7750,""average_mw"":7960},""VDD_CPU_GPU_CV"":{""current_mw"":2430,""average_mw"":2540},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1732}}","08-14-2026 11:52:35 RAM 7610/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [40%@1497,31%@1497,36%@1497,41%@1497,48%@1344,54%@1344,51%@1344,54%@1344] GR3D_FREQ 0% cv0@51.187C cpu@53.531C soc2@50.781C soc0@53C cv1@51.656C gpu@51.093C tj@54.281C soc1@54.281C cv2@50.812C VDD_IN 7750mW/7960mW VDD_CPU_GPU_CV 2430mW/2540mW VDD_SOC 1704mW/1732mW"
2026-08-14T15:52:36.242+00:00,VDD_IN,7871,7959,"{""VDD_IN"":{""current_mw"":7871,""average_mw"":7959},""VDD_CPU_GPU_CV"":{""current_mw"":2511,""average_mw"":2540},""VDD_SOC"":{""current_mw"":1704,""average_mw"":1732}}","08-14-2026 11:52:36 RAM 7609/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [47%@1497,37%@1497,39%@1497,46%@1497,39%@1497,50%@1497,41%@1497,45%@1497] GR3D_FREQ 0% cv0@51.375C cpu@53.593C soc2@50.937C soc0@52.812C cv1@51.718C gpu@51.312C tj@54.218C soc1@54.218C cv2@50.781C VDD_IN 7871mW/7959mW VDD_CPU_GPU_CV 2511mW/2540mW VDD_SOC 1704mW/1732mW"
2026-08-14T15:52:37.248+00:00,VDD_IN,8196,7962,"{""VDD_IN"":{""current_mw"":8196,""average_mw"":7962},""VDD_CPU_GPU_CV"":{""current_mw"":2754,""average_mw"":2543},""VDD_SOC"":{""current_mw"":1744,""average_mw"":1732}}","08-14-2026 11:52:37 RAM 7585/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [69%@1497,51%@1497,50%@1497,54%@1497,61%@1497,53%@1497,50%@1497,54%@1497] GR3D_FREQ 0% cv0@51.656C cpu@53.875C soc2@50.875C soc0@52.875C cv1@51.687C gpu@51.375C tj@54.156C soc1@54.156C cv2@50.812C VDD_IN 8196mW/7962mW VDD_CPU_GPU_CV 2754mW/2543mW VDD_SOC 1744mW/1732mW"
